12.98,0.0,5364.0,Vapor
12.98,0.0,5364.0,Vapor
19202.0,0.1,5364.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
0.0,0.0,Vapor
19202.0,0.0,Vapor
19202.0,0.0,Vapor
19202.0,0.0,Vapor
19202.0,5364.0,Vapor
19202.0,5364.0,Vapor
19202.0,5364.0,Vapor
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
0.0,0.0,Kitura
30002.0,0.0,Kitura
30002.0,0.0,Kitura
30002.0,0.0,Kitura
30002.0,0.0,Kitura
30002.0,0.0,Kitura
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
29953.0,0.0,Perfect
29953.0,0.0,Perfect
29953.0,0.0,Perfect
29953.0,0.0,Perfect
29953.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
0.0,0.0,Perfect
29953.0,0.0,Perfect
29953.0,0.0,Perfect
29953.0,0.0,Perfect
29953.0,0.0,Perfect
29953.0,0.0,Perfect
